From	Entry
ACAT1	A0A5F9ZHL1
ACAT1	A0A5F9ZHL7
ACAT1	A0A5F9ZI66
ACAT1	E9PRQ6
ACAT1	H0YEL7
C2orf73	Q8N5S3
C2orf73	B5MBY8
C2orf73	B7ZM11
C2orf73	B7ZM12
C2orf73	C9J598
C2orf73	E7ENW1
C2orf73	F8WD05
C2orf73	H7C1Z5
CFAP77	Q6ZQR2
CFAP77	A2A393
TLL2	Q9Y6L7
PPARD	Q03181
PPARD	A0A024RCW6
PPARD	F1D8S7
PPARD	L8EBG7
UBD	O15205
UBD	A0A0G2JH67
IGHV1-58	A0A0C4DH39
IGHV1-58	A0A449C193
MYZAP	P0CAP1
MYZAP	H0YCD3
MYZAP	H3BTD5
OVOS1	Q6IE37
CNGB1	Q14028
CNGB1	A0A2R8Y6Y0
CNGB1	H3BQC3
CNGB1	H3BQW3
XYLB	O75191
XYLB	A0A3B3IRM4
XYLB	A0A3B3IS07
XYLB	C9J0N9
XYLB	F8WBF6
XYLB	Q6PIS3
SEMA3B	Q13214
SEMA3B	A0A087WZE0
SEMA3B	A0A0C4DGV8
SEMA3B	A0A1S5UZH6
SEMA3B	B4DEK9
SEMA3B	Q6PI51
ADAMTS6	Q9UKP5
ADAMTS6	Q5IR90
AK6	Q9UIJ7
AK6	Q9Y3D8
AK6	A0A087WVD7
AK6	A0A087WY94
AK6	D6RDH4
LAX1	Q8IWV1
ZNF180	Q9UJW8
ZNF180	A0A0A0MP75
ZNF180	G5E9B8
ZNF180	K7EMI5
ZNF180	K7EQP0
ZNF180	K7ES30
CISD3	P0C7P0
PCDHGB5	Q9Y5G0
NUDT21	O43809
NUDT21	A0A024R6W2
NUDT21	H3BND3
NUDT21	H3BV41
PCOLCE2	Q9UKZ9
PCOLCE2	A0A3B3ITE8
PCOLCE2	C9JYX9
PCOLCE2	H7C520
PCOLCE2	H7C5D5
PCOLCE2	L8E804
CDK5RAP1	Q96SZ6
CDK5RAP1	A0A0S2Z592
CDK5RAP1	A0A0S2Z5J9
CDK5RAP1	H0Y721
SNRNP35	Q16560
DNAH2	Q9P225
DNAH2	I3L4H9
DNAH2	I3L520
DNAH2	L8E8M4
BOLA2	Q9H3K6
BOLA2	H3BPT9
DMKN	Q6E0U4
DMKN	A3EZ84
DMKN	C9IYI1
DMKN	C9J186
DMKN	C9J3V3
DMKN	C9JCN1
DMKN	E7EMS7
DMKN	E9PAQ7
DMKN	H7BZ95
DMKN	M0QZU6
DMKN	M0R0A5
DMKN	M0R0W2
DMKN	M0R1M0
DMKN	M0R265
DMKN	M0R3F8
DMKN	R4GMQ0
DMKN	S4R2X7
DMKN	S4R3L7
DMKN	S4R427
LOX	P28300
LOX	A0A7P0SNB0
LOX	B0AZT2
LOX	B7ZAJ4
LOX	D0PNI2
LOX	H0YAL3
LOX	Q96PQ9
CBY3	A6NI87
TMOD2	Q9NZR1
TMOD2	G5EA42
TMOD2	H0YMA2
TMOD2	Q4G0W6
ZNF124	Q15973
ZNF124	J3QKQ6
MARS	P56192
MARS	A0A024RBA2
SLC25A17	O43808
SLC25A17	B0QYW5
SLC25A17	B1AHN4
SLC25A17	F2Z2I9
SLC25A17	F6RTR7
SLC25A17	F8WA85
SLC25A17	F8WBA4
SLC25A17	F8WCH6
SLC25A17	F8WCN9
SLC25A17	F8WE74
SLC25A17	F8WEC6
SLC25A17	F8WF87
TIMD4	Q96H15
TIMD4	B5MCV9
EMC1	Q8N766
EMC1	A0A8I5KQA0
EMC1	A0A8I5KRL9
EMC1	A0A8I5KSM5
EMC1	A0A8I5KTE8
EMC1	A0A8I5KW55
EMC1	A0A8I5KWE3
EMC1	A0A8I5KWP6
EMC1	A0A8I5KXE1
EMC1	A0A8I5QKP5
EMC1	H7C4E3
EMC1	H7C5A2
EMC1	Q5TG59
C1orf115	Q9H7X2
ADGRA1	Q86SQ6
FGF3	P11487
FGF3	A0A7U3JVY0
PNPLA4	P41247
PNPLA4	A0A024RBU8
PNPLA4	C9IZF6
DHH	O43323
DHH	F6KSZ4
DHH	F6KSZ5
ARSH	Q5FYA8
DHRS2	Q13268
DHRS2	C9JZP6
DHRS2	H0YJG9
DHRS2	H0YJP4
IFIT2	P09913
IFIT2	A0A087X279
IFIT2	A0A7P0T8B3
IFIT2	A0A7P0T8R6
IFIT2	A0A7P0TAT2
IFIT2	Q05DN2
IFIT2	Q8IZ03
C6orf203	Q9P0P8
MMP24	Q9Y5R2
MMP24	L8E8C1
MMP24	Q86VV6
XAGE1A	Q9HD64
DMRTA1	Q5VZB9
SETD6	Q8TBK2
SETD6	C9JCR1
SETD6	E9PC53
SETD6	H7C3N0
SETD6	J3QT10
HSPB9	Q9BQS6
C10orf67	Q8IYJ2
C10orf67	A0A1B0GUT5
C10orf67	A0A3B3IRX4
C10orf67	A0A6E1W0W4
C10orf67	A0A6E2AE84
C10orf67	Q5SXQ8
ADAMTS10	Q9H324
ADAMTS10	A0A0A0MQW6
ADAMTS10	L0R574
ADAMTS10	M0QY12
ADAMTS10	M0QY36
LAMC1	P11047
LAMC1	A0A024R972
LAMC1	Q6NVY8
LAMC1	R4GNC7
ALDH3A1	P30838
ALDH3A1	A8MYB8
ALDH3A1	C9JKT2
ALDH3A1	C9JMC5
ALDH3A1	E9PNN6
ALDH3A1	I3L1H6
ALDH3A1	I3L3I9
ALDH3A1	I3L3W9
ALDH3A1	I3L4E5
ALDH3A1	Q6PKA6
C5orf34	Q96MH7
C5orf34	E9PBC3
C5orf34	H0YAD0
F8	P00451
F8	A0A224A1P2
F8	A0A224A9M5
F8	A0A2G2
F8	A0A2G3
F8	A0A2G4
F8	A0A2G5
F8	A0A2G6
F8	A0A2G8
F8	A0A2G9
F8	A0A2R8Y707
F8	A0A2R8Y7J7
F8	A0FJ18
F8	A0FJ19
F8	A0FJ20
F8	A5JQJ5
F8	A5JQJ6
F8	A5JQJ7
F8	A5JQJ8
F8	A5JQJ9
F8	A6NAE5
F8	A6NAE6
F8	A6NAE8
F8	A6NAE9
F8	A6NAF0
F8	A6NAF1
F8	A6NAF3
F8	B1B0G8
F8	B1B0G9
F8	D5H408
F8	E3VWA2
F8	E3VWA3
F8	E3VWA4
F8	E3VWA5
F8	E3VWA6
F8	F2WWL4
F8	F8UV73
F8	G8GEI5
F8	Q003U9
F8	Q003V0
F8	Q003V1
F8	Q003V2
F8	Q003V3
F8	Q003V4
F8	Q003V5
F8	Q003V6
F8	Q003V7
F8	Q003V8
F8	Q003V9
F8	Q003W0
F8	Q003W2
F8	Q06DL6
F8	Q06DL7
F8	Q06DL8
F8	Q06DL9
F8	Q0GE96
F8	Q2VF45
IL17F	Q96PD4
SDCCAG3	Q96C92
CPNE4	Q96A23
CPNE4	D6RCT2
CPNE4	D6RFY4
CPNE4	D6RI99
CPNE4	Q4G168
MUC19	Q7Z5P9
MUC19	G3CIG1
MUC19	G3CIG2
MUC19	G3CIG3
MUC19	G3CIG4
MUC19	G3CIG5
MUC19	G3CIG6
MUC19	G3CIG7
MUC19	G3CIG8
MUC19	G3CIG9
MUC19	G3CIH0
MUC19	G3CIH1
MUC19	G3CIH2
MUC19	G3CIH3
MUC19	G3CIH4
MUC19	G3CIH5
MUC19	G3CIH6
MUC19	G3CIH7
MUC19	G3CIH8
MUC19	L0R8A0
KLB	Q86Z14
KLB	B7ZL50
KLB	Q49AQ7
ELANE	P08246
COQ10B	Q9H8M1
COQ10B	B8ZZV9
COQ10B	B8ZZX2
NEU2	Q9Y3R4
OR13G1	Q8NGZ3
OR13G1	A0A126GV69
LARS	Q9P2J5
LARS	Q0VGM8
LARS	Q6NVI4
NUP37	Q8NFH4
NUP37	F8VTY2
NUP37	F8VXF5
NUP37	H0YHK8
THNSL2	Q86YJ6
THNSL2	A8K0C1
THNSL2	C9J3J1
THNSL2	C9JU10
IRGC	Q6NXR0
IRGC	J7NNX4
IRGC	M0R0T1
KRT79	Q5XKE5
KRT79	H0YID6
SPRR2B	P35325
GFI1B	Q5VTD9
GFI1B	A0A024R8F3
GFI1B	A0A1B0GTD0
ZNF333	Q96JL9
ZNF333	B3KSN8
ZNF333	M0R0S8
ZNF333	M0R113
ZNF333	M0R1P1
RGPD5	Q99666
RGPD5	C9J1P2
RGPD5	C9J1W9
RGPD5	C9J6W1
RGPD5	H0YBN8
